County Name/State Abbreviation,Year,Force,Employed,Unemployed,(%)
"El Paso County, TX",2013,"347,223     ","319,781     ","27,442     ",7.9     
"Erath County, TX",2013,"19,851     ","18,780     ","1,071     ",5.4     
"Falls County, TX",2013,"6,779     ","6,299     ",480     ,7.1     
"Fannin County, TX",2013,"15,283     ","14,217     ","1,066     ",7.0     
"Fayette County, TX",2013,"12,661     ","12,098     ",563     ,4.4     
"Fisher County, TX",2013,"1,886     ","1,784     ",102     ,5.4     
"Floyd County, TX",2013,"3,123     ","2,847     ",276     ,8.8     
"Foard County, TX",2013,578     ,548     ,30     ,5.2     
"Fort Bend County, TX",2013,"333,271     ","314,975     ","18,296     ",5.5     
"Franklin County, TX",2013,"4,690     ","4,384     ",306     ,6.5     
"Freestone County, TX",2013,"7,859     ","7,317     ",542     ,6.9     
"Frio County, TX",2013,"9,288     ","8,854     ",434     ,4.7     
"Gaines County, TX",2013,"8,916     ","8,544     ",372     ,4.2     
"Galveston County, TX",2013,"155,754     ","145,043     ","10,711     ",6.9     
"Garza County, TX",2013,"2,238     ","2,137     ",101     ,4.5     
"Gillespie County, TX",2013,"12,426     ","11,879     ",547     ,4.4     
"Glasscock County, TX",2013,744     ,717     ,27     ,3.6     
"Goliad County, TX",2013,"3,538     ","3,354     ",184     ,5.2     
"Gonzales County, TX",2013,"9,517     ","9,030     ",487     ,5.1     
"Gray County, TX",2013,"9,786     ","9,282     ",504     ,5.2     
"Grayson County, TX",2013,"60,525     ","56,735     ","3,790     ",6.3     
"Gregg County, TX",2013,"61,556     ","57,894     ","3,662     ",5.9     
"Grimes County, TX",2013,"11,818     ","11,110     ",708     ,6.0     
"Guadalupe County, TX",2013,"70,098     ","66,253     ","3,845     ",5.5     
"Hale County, TX",2013,"14,811     ","12,843     ","1,968     ",13.3     
"Hall County, TX",2013,"1,290     ","1,199     ",91     ,7.1     
"Hamilton County, TX",2013,"3,622     ","3,406     ",216     ,6.0     
"Hansford County, TX",2013,"3,129     ","3,027     ",102     ,3.3     
"Hardeman County, TX",2013,"1,699     ","1,600     ",99     ,5.8     
"Hardin County, TX",2013,"25,303     ","23,267     ","2,036     ",8.0     
"Harris County, TX",2013,"2,199,353     ","2,066,248     ","133,105     ",6.1     
"Harrison County, TX",2013,"32,322     ","30,108     ","2,214     ",6.8     
"Hartley County, TX",2013,"2,932     ","2,840     ",92     ,3.1     
"Haskell County, TX",2013,"2,712     ","2,578     ",134     ,4.9     
"Hays County, TX",2013,"89,904     ","85,104     ","4,800     ",5.3     
"Hemphill County, TX",2013,"2,476     ","2,401     ",75     ,3.0     
"Henderson County, TX",2013,"34,562     ","32,104     ","2,458     ",7.1     
"Hidalgo County, TX",2013,"331,246     ","296,978     ","34,268     ",10.3     
"Hill County, TX",2013,"15,972     ","14,946     ","1,026     ",6.4     
"Hockley County, TX",2013,"11,924     ","11,325     ",599     ,5.0     
"Hood County, TX",2013,"24,016     ","22,561     ","1,455     ",6.1     
"Hopkins County, TX",2013,"17,273     ","16,278     ",995     ,5.8     
"Houston County, TX",2013,"9,852     ","9,238     ",614     ,6.2     
"Howard County, TX",2013,"13,572     ","12,840     ",732     ,5.4     
"Hudspeth County, TX",2013,"1,294     ","1,204     ",90     ,7.0     
"Hunt County, TX",2013,"38,180     ","35,340     ","2,840     ",7.4     
"Hutchinson County, TX",2013,"9,776     ","9,172     ",604     ,6.2     
"Irion County, TX",2013,851     ,815     ,36     ,4.2     
"Jack County, TX",2013,"4,008     ","3,795     ",213     ,5.3     
"Jackson County, TX",2013,"7,442     ","7,070     ",372     ,5.0     
"Jasper County, TX",2013,"14,521     ","13,002     ","1,519     ",10.5     
"Jeff Davis County, TX",2013,"1,162     ","1,114     ",48     ,4.1     
"Jefferson County, TX",2013,"111,265     ","99,171     ","12,094     ",10.9     
"Jim Hogg County, TX",2013,"2,326     ","2,161     ",165     ,7.1     
"Jim Wells County, TX",2013,"20,143     ","18,909     ","1,234     ",6.1     
"Johnson County, TX",2013,"73,689     ","69,180     ","4,509     ",6.1     
"Jones County, TX",2013,"5,849     ","5,456     ",393     ,6.7     
"Karnes County, TX",2013,"5,624     ","5,323     ",301     ,5.4     
"Kaufman County, TX",2013,"52,451     ","49,120     ","3,331     ",6.4     
"Kendall County, TX",2013,"18,245     ","17,320     ",925     ,5.1     
"Kenedy County, TX",2013,297     ,285     ,12     ,4.0     
"Kent County, TX",2013,532     ,511     ,21     ,3.9     
"Kerr County, TX",2013,"21,483     ","20,299     ","1,184     ",5.5     
"Kimble County, TX",2013,"2,162     ","2,057     ",105     ,4.9     
"King County, TX",2013,239     ,228     ,11     ,4.6     
"Kinney County, TX",2013,"1,218     ","1,102     ",116     ,9.5     
"Kleberg County, TX",2013,"15,445     ","14,445     ","1,000     ",6.5     
"Knox County, TX",2013,"1,753     ","1,659     ",94     ,5.4     
"Lamar County, TX",2013,"22,306     ","20,497     ","1,809     ",8.1     
"Lamb County, TX",2013,"6,148     ","5,727     ",421     ,6.8     
"Lampasas County, TX",2013,"9,130     ","8,477     ",653     ,7.2     
"La Salle County, TX",2013,"4,177     ","4,020     ",157     ,3.8     
"Lavaca County, TX",2013,"9,230     ","8,797     ",433     ,4.7     
"Lee County, TX",2013,"9,140     ","8,673     ",467     ,5.1     
"Leon County, TX",2013,"6,965     ","6,484     ",481     ,6.9     
"Liberty County, TX",2013,"31,027     ","28,265     ","2,762     ",8.9     
"Limestone County, TX",2013,"9,484     ","8,845     ",639     ,6.7     
"Lipscomb County, TX",2013,"1,721     ","1,653     ",68     ,4.0     
"Live Oak County, TX",2013,"6,032     ","5,769     ",263     ,4.4     
"Llano County, TX",2013,"8,109     ","7,588     ",521     ,6.4     
"Loving County, TX",2013,75     ,71     ,4     ,5.3     
"Lubbock County, TX",2013,"147,449     ","140,162     ","7,287     ",4.9     
"Lynn County, TX",2013,"2,859     ","2,708     ",151     ,5.3     
"McCulloch County, TX",2013,"4,272     ","4,047     ",225     ,5.3     
"McLennan County, TX",2013,"112,195     ","105,259     ","6,936     ",6.2     
"McMullen County, TX",2013,882     ,859     ,23     ,2.6     
"Madison County, TX",2013,"4,820     ","4,508     ",312     ,6.5     
"Marion County, TX",2013,"4,541     ","4,175     ",366     ,8.1     
"Martin County, TX",2013,"2,551     ","2,443     ",108     ,4.2     
"Mason County, TX",2013,"1,959     ","1,852     ",107     ,5.5     
"Matagorda County, TX",2013,"16,851     ","15,215     ","1,636     ",9.7     
"Maverick County, TX",2013,"23,667     ","20,712     ","2,955     ",12.5     
"Medina County, TX",2013,"20,326     ","19,091     ","1,235     ",6.1     
"Menard County, TX",2013,920     ,866     ,54     ,5.9     
"Midland County, TX",2013,"86,065     ","82,915     ","3,150     ",3.7     
"Milam County, TX",2013,"10,128     ","9,334     ",794     ,7.8     
"Mills County, TX",2013,"2,071     ","1,962     ",109     ,5.3     
"Mitchell County, TX",2013,"2,878     ","2,719     ",159     ,5.5     
"Montague County, TX",2013,"10,367     ","9,857     ",510     ,4.9     
"Montgomery County, TX",2013,"246,342     ","233,018     ","13,324     ",5.4     
"Moore County, TX",2013,"11,440     ","10,953     ",487     ,4.3     
"Morris County, TX",2013,"5,841     ","5,281     ",560     ,9.6     
"Motley County, TX",2013,502     ,472     ,30     ,6.0     
"Nacogdoches County, TX",2013,"29,229     ","27,325     ","1,904     ",6.5     
"Navarro County, TX",2013,"23,391     ","21,863     ","1,528     ",6.5     
"Newton County, TX",2013,"5,606     ","5,003     ",603     ,10.8     
"Nolan County, TX",2013,"6,968     ","6,571     ",397     ,5.7     
"Nueces County, TX",2013,"168,310     ","158,015     ","10,295     ",6.1     
"Ochiltree County, TX",2013,"5,430     ","5,226     ",204     ,3.8     
"Oldham County, TX",2013,961     ,918     ,43     ,4.5     
"Orange County, TX",2013,"37,976     ","34,026     ","3,950     ",10.4     
"Palo Pinto County, TX",2013,"13,386     ","12,510     ",876     ,6.5     
"Panola County, TX",2013,"12,748     ","11,960     ",788     ,6.2     
"Parker County, TX",2013,"58,687     ","55,438     ","3,249     ",5.5     
"Parmer County, TX",2013,"5,068     ","4,872     ",196     ,3.9     
"Pecos County, TX",2013,"6,705     ","6,343     ",362     ,5.4     
"Polk County, TX",2013,"17,371     ","16,030     ","1,341     ",7.7     
"Potter County, TX",2013,"57,539     ","54,644     ","2,895     ",5.0     
"Presidio County, TX",2013,"3,757     ","3,274     ",483     ,12.9     
"Rains County, TX",2013,"5,339     ","5,011     ",328     ,6.1     
"Randall County, TX",2013,"68,531     ","65,580     ","2,951     ",4.3     
"Reagan County, TX",2013,"1,959     ","1,881     ",78     ,4.0     
"Real County, TX",2013,"1,063     ",978     ,85     ,8.0     
"Red River County, TX",2013,"5,142     ","4,625     ",517     ,10.1     
"Reeves County, TX",2013,"5,631     ","5,306     ",325     ,5.8     
"Refugio County, TX",2013,"3,563     ","3,371     ",192     ,5.4     
"Roberts County, TX",2013,451     ,431     ,20     ,4.4     
"Robertson County, TX",2013,"7,289     ","6,778     ",511     ,7.0     
"Rockwall County, TX",2013,"42,276     ","39,844     ","2,432     ",5.8     
"Runnels County, TX",2013,"4,979     ","4,717     ",262     ,5.3     
"Rusk County, TX",2013,"24,311     ","22,801     ","1,510     ",6.2     
"Sabine County, TX",2013,"3,561     ","3,101     ",460     ,12.9     
"San Augustine County, TX",2013,"2,936     ","2,595     ",341     ,11.6     
"San Jacinto County, TX",2013,"11,454     ","10,588     ",866     ,7.6     
"San Patricio County, TX",2013,"30,665     ","28,462     ","2,203     ",7.2     
"San Saba County, TX",2013,"2,273     ","2,143     ",130     ,5.7     
"Schleicher County, TX",2013,"1,803     ","1,739     ",64     ,3.5     
"Scurry County, TX",2013,"8,566     ","8,210     ",356     ,4.2     
"Shackelford County, TX",2013,"2,298     ","2,222     ",76     ,3.3     
"Shelby County, TX",2013,"11,631     ","10,768     ",863     ,7.4     
"Sherman County, TX",2013,"1,480     ","1,420     ",60     ,4.1     
"Smith County, TX",2013,"101,647     ","94,998     ","6,649     ",6.5     
"Somervell County, TX",2013,"4,147     ","3,897     ",250     ,6.0     
"Starr County, TX",2013,"26,344     ","22,402     ","3,942     ",15.0     
"Stephens County, TX",2013,"4,207     ","3,990     ",217     ,5.2     
"Sterling County, TX",2013,752     ,723     ,29     ,3.9     
"Stonewall County, TX",2013,707     ,674     ,33     ,4.7     
"Sutton County, TX",2013,"2,065     ","1,971     ",94     ,4.6     
"Swisher County, TX",2013,"2,964     ","2,714     ",250     ,8.4     
"Tarrant County, TX",2013,"981,537     ","922,170     ","59,367     ",6.0     
"Taylor County, TX",2013,"64,664     ","61,254     ","3,410     ",5.3     
"Terrell County, TX",2013,525     ,499     ,26     ,5.0     
"Terry County, TX",2013,"5,533     ","5,205     ",328     ,5.9     
"Throckmorton County, TX",2013,796     ,756     ,40     ,5.0     
"Titus County, TX",2013,"13,079     ","12,107     ",972     ,7.4     
"Tom Green County, TX",2013,"54,242     ","51,444     ","2,798     ",5.2     
"Travis County, TX",2013,"629,919     ","598,189     ","31,730     ",5.0     
"Trinity County, TX",2013,"5,569     ","5,153     ",416     ,7.5     
"Tyler County, TX",2013,"7,602     ","6,822     ",780     ,10.3     
"Upshur County, TX",2013,"18,538     ","17,353     ","1,185     ",6.4     
"Upton County, TX",2013,"1,710     ","1,640     ",70     ,4.1     
"Uvalde County, TX",2013,"11,949     ","11,114     ",835     ,7.0     
"Val Verde County, TX",2013,"19,633     ","18,180     ","1,453     ",7.4     
"Van Zandt County, TX",2013,"23,851     ","22,295     ","1,556     ",6.5     
"Victoria County, TX",2013,"45,837     ","43,393     ","2,444     ",5.3     
"Walker County, TX",2013,"23,123     ","21,594     ","1,529     ",6.6     
"Waller County, TX",2013,"20,839     ","19,492     ","1,347     ",6.5     
"Ward County, TX",2013,"5,520     ","5,261     ",259     ,4.7     
"Washington County, TX",2013,"15,728     ","14,867     ",861     ,5.5     
"Webb County, TX",2013,"110,366     ","103,601     ","6,765     ",6.1     
"Wharton County, TX",2013,"21,509     ","20,226     ","1,283     ",6.0     
"Wheeler County, TX",2013,"3,137     ","3,002     ",135     ,4.3     
"Wichita County, TX",2013,"57,339     ","53,984     ","3,355     ",5.9     
"Wilbarger County, TX",2013,"5,779     ","5,445     ",334     ,5.8     
"Willacy County, TX",2013,"7,436     ","6,263     ","1,173     ",15.8     
"Williamson County, TX",2013,"246,626     ","233,607     ","13,019     ",5.3     
"Wilson County, TX",2013,"22,213     ","21,045     ","1,168     ",5.3     
"Winkler County, TX",2013,"3,322     ","3,147     ",175     ,5.3     
"Wise County, TX",2013,"28,410     ","26,707     ","1,703     ",6.0     
"Wood County, TX",2013,"16,725     ","15,507     ","1,218     ",7.3     
"Yoakum County, TX",2013,"4,214     ","4,051     ",163     ,3.9     
"Young County, TX",2013,"8,574     ","8,132     ",442     ,5.2     
"Zapata County, TX",2013,"7,064     ","6,624     ",440     ,6.2     
"Zavala County, TX",2013,"4,011     ","3,430     ",581     ,14.5     
"Beaver County, UT",2013,"3,021     ","2,880     ",141     ,4.7     
"Box Elder County, UT",2013,"23,161     ","22,064     ","1,097     ",4.7     
"Cache County, UT",2013,"57,784     ","55,494     ","2,290     ",4.0     
"Carbon County, UT",2013,"8,948     ","8,383     ",565     ,6.3     
"Daggett County, UT",2013,429     ,408     ,21     ,4.9     
"Davis County, UT",2013,"152,577     ","146,091     ","6,486     ",4.3     
"Duchesne County, UT",2013,"9,299     ","8,899     ",400     ,4.3     
"Emery County, UT",2013,"4,713     ","4,426     ",287     ,6.1     
"Garfield County, UT",2013,"2,781     ","2,525     ",256     ,9.2     
"Grand County, UT",2013,"5,455     ","5,033     ",422     ,7.7     
"Iron County, UT",2013,"19,376     ","18,301     ","1,075     ",5.5     
"Juab County, UT",2013,"4,697     ","4,460     ",237     ,5.0     
"Kane County, UT",2013,"3,474     ","3,288     ",186     ,5.4     
"Millard County, UT",2013,"5,902     ","5,660     ",242     ,4.1     
"Morgan County, UT",2013,"4,505     ","4,323     ",182     ,4.0     
"Piute County, UT",2013,484     ,447     ,37     ,7.6     
"Rich County, UT",2013,984     ,939     ,45     ,4.6     
"Salt Lake County, UT",2013,"569,638     ","544,635     ","25,003     ",4.4     
"San Juan County, UT",2013,"5,676     ","5,224     ",452     ,8.0     
"Sanpete County, UT",2013,"11,058     ","10,436     ",622     ,5.6     
"Sevier County, UT",2013,"9,265     ","8,762     ",503     ,5.4     
"Summit County, UT",2013,"22,039     ","21,124     ",915     ,4.2     
"Tooele County, UT",2013,"28,488     ","26,941     ","1,547     ",5.4     
"Uintah County, UT",2013,"15,671     ","14,989     ",682     ,4.4     
"Utah County, UT",2013,"248,743     ","238,194     ","10,549     ",4.2     
"Wasatch County, UT",2013,"12,196     ","11,627     ",569     ,4.7     
"Washington County, UT",2013,"59,344     ","56,072     ","3,272     ",5.5     
"Wayne County, UT",2013,"1,378     ","1,228     ",150     ,10.9     
"Weber County, UT",2013,"114,544     ","108,338     ","6,206     ",5.4     
"Addison County, VT",2013,"20,786     ","19,928     ",858     ,4.1     
"Bennington County, VT",2013,"19,273     ","18,269     ","1,004     ",5.2     
"Caledonia County, VT",2013,"15,757     ","14,921     ",836     ,5.3     
"Chittenden County, VT",2013,"95,084     ","91,824     ","3,260     ",3.4     
"Essex County, VT",2013,"2,841     ","2,649     ",192     ,6.8     
"Franklin County, VT",2013,"27,490     ","26,340     ","1,150     ",4.2     
"Grand Isle County, VT",2013,"4,054     ","3,872     ",182     ,4.5     
"Lamoille County, VT",2013,"13,883     ","13,094     ",789     ,5.7     
"Orange County, VT",2013,"16,176     ","15,512     ",664     ,4.1     
"Orleans County, VT",2013,"13,824     ","12,881     ",943     ,6.8     
"Rutland County, VT",2013,"32,280     ","30,562     ","1,718     ",5.3     
"Washington County, VT",2013,"34,583     ","33,092     ","1,491     ",4.3     
"Windham County, VT",2013,"24,092     ","22,966     ","1,126     ",4.7     
"Windsor County, VT",2013,"30,322     ","29,054     ","1,268     ",4.2     
"Accomack County, VA",2013,"16,230     ","15,058     ","1,172     ",7.2     
"Albemarle County, VA",2013,"52,528     ","49,982     ","2,546     ",4.8     
"Alleghany County, VA",2013,"7,516     ","7,020     ",496     ,6.6     
"Amelia County, VA",2013,"6,172     ","5,806     ",366     ,5.9     
"Amherst County, VA",2013,"15,798     ","14,830     ",968     ,6.1     
"Appomattox County, VA",2013,"7,158     ","6,696     ",462     ,6.5     
"Arlington County, VA",2013,"145,047     ","140,035     ","5,012     ",3.5     
"Augusta County, VA",2013,"36,891     ","34,964     ","1,927     ",5.2     
"Bath County, VA",2013,"2,577     ","2,441     ",136     ,5.3     
"Bedford County, VA",2013,"38,232     ","36,052     ","2,180     ",5.7     
"Bland County, VA",2013,"2,877     ","2,682     ",195     ,6.8     
"Botetourt County, VA",2013,"17,629     ","16,703     ",926     ,5.3     
"Brunswick County, VA",2013,"6,659     ","6,035     ",624     ,9.4     
"Buchanan County, VA",2013,"8,169     ","7,269     ",900     ,11.0     
"Buckingham County, VA",2013,"6,408     ","5,900     ",508     ,7.9     
"Campbell County, VA",2013,"26,938     ","25,332     ","1,606     ",6.0     
"Caroline County, VA",2013,"14,580     ","13,550     ","1,030     ",7.1     
"Carroll County, VA",2013,"13,264     ","12,164     ","1,100     ",8.3     
"Charles City County, VA",2013,"3,789     ","3,532     ",257     ,6.8     
"Charlotte County, VA",2013,"5,314     ","4,900     ",414     ,7.8     
"Chesterfield County, VA",2013,"174,669     ","164,793     ","9,876     ",5.7     
"Clarke County, VA",2013,"7,623     ","7,261     ",362     ,4.7     
"Craig County, VA",2013,"2,456     ","2,283     ",173     ,7.0     
"Culpeper County, VA",2013,"23,378     ","22,123     ","1,255     ",5.4     
"Cumberland County, VA",2013,"4,508     ","4,208     ",300     ,6.7     
"Dickenson County, VA",2013,"5,347     ","4,750     ",597     ,11.2     
"Dinwiddie County, VA",2013,"13,541     ","12,544     ",997     ,7.4     
"Essex County, VA",2013,"5,685     ","5,307     ",378     ,6.6     
"Fairfax County, VA",2013,"624,266     ","596,686     ","27,580     ",4.4     
"Fauquier County, VA",2013,"35,911     ","34,139     ","1,772     ",4.9     
"Floyd County, VA",2013,"8,387     ","7,933     ",454     ,5.4     
"Fluvanna County, VA",2013,"13,031     ","12,409     ",622     ,4.8     
"Franklin County, VA",2013,"27,210     ","25,604     ","1,606     ",5.9     
"Frederick County, VA",2013,"44,138     ","41,800     ","2,338     ",5.3     
"Giles County, VA",2013,"8,217     ","7,643     ",574     ,7.0     
"Gloucester County, VA",2013,"19,318     ","18,312     ","1,006     ",5.2     
"Goochland County, VA",2013,"10,371     ","9,837     ",534     ,5.1     
"Grayson County, VA",2013,"7,011     ","6,334     ",677     ,9.7     
"Greene County, VA",2013,"9,685     ","9,218     ",467     ,4.8     
"Greensville County, VA",2013,"4,355     ","4,018     ",337     ,7.7     
"Halifax County, VA",2013,"15,859     ","14,409     ","1,450     ",9.1     
"Hanover County, VA",2013,"55,404     ","52,602     ","2,802     ",5.1     
"Henrico County, VA",2013,"174,077     ","164,368     ","9,709     ",5.6     
"Henry County, VA",2013,"23,405     ","21,274     ","2,131     ",9.1     
"Highland County, VA",2013,"1,419     ","1,358     ",61     ,4.3     
"Isle of Wight County, VA",2013,"18,857     ","17,773     ","1,084     ",5.7     
