year,election,locality,precinct,district,district_type,provisional_ballots,absentee_ballots,in_person_ballots,in_person_curbside_ballots,TotalVoteTurnout,ActiveRegisteredVoters,InactiveRegisteredVoters,TotalRegisteredVoters
2020,general,VIRGINIA BEACH CITY,016 - ARAGONA,02,Congressional,0,0,0,0,0,4221,259,4480
2020,general,VIRGINIA BEACH CITY,017 - OCEAN PARK,02,Congressional,0,0,0,0,0,2530,95,2625
2020,general,VIRGINIA BEACH CITY,018 - THOROUGHGOOD,02,Congressional,0,0,0,0,0,3594,94,3688
2020,general,VIRGINIA BEACH CITY,019 - LAKE SMITH,02,Congressional,0,0,0,0,0,1765,68,1833
2020,general,VIRGINIA BEACH CITY,020 - BAYSIDE,02,Congressional,0,0,0,0,0,2696,94,2790
2020,general,VIRGINIA BEACH CITY,021 - DAVIS CORNER,02,Congressional,0,0,0,0,0,3406,273,3679
2020,general,VIRGINIA BEACH CITY,022 - POINT O VIEW,02,Congressional,0,0,0,0,0,2486,77,2563
2020,general,VIRGINIA BEACH CITY,023 - ARROWHEAD,02,Congressional,0,0,0,0,0,3141,121,3262
2020,general,VIRGINIA BEACH CITY,024 - LARKSPUR,02,Congressional,0,0,0,0,0,2293,99,2392
2020,general,VIRGINIA BEACH CITY,025 - AVALON,02,Congressional,0,0,0,0,0,4471,180,4651
2020,general,VIRGINIA BEACH CITY,026 - FAIRFIELD,02,Congressional,0,0,0,0,0,2824,70,2894
2020,general,VIRGINIA BEACH CITY,027 - EDWIN,02,Congressional,0,0,0,0,0,2974,74,3048
2020,general,VIRGINIA BEACH CITY,028 - THALIA,02,Congressional,0,0,0,0,0,2229,73,2302
2020,general,VIRGINIA BEACH CITY,029 - HOLLAND,02,Congressional,0,0,0,0,0,3719,200,3919
2020,general,VIRGINIA BEACH CITY,030 - RED WING,02,Congressional,0,0,0,0,0,3316,329,3645
2020,general,VIRGINIA BEACH CITY,031 - SIGMA,02,Congressional,0,0,0,0,0,3654,80,3734
2020,general,VIRGINIA BEACH CITY,032 - CREEDS,02,Congressional,0,0,0,0,0,1550,50,1600
2020,general,VIRGINIA BEACH CITY,033 - CAPPS SHOP,02,Congressional,0,0,0,0,0,1684,41,1725
2020,general,VIRGINIA BEACH CITY,034 - BLACKWATER,02,Congressional,0,0,0,0,0,1017,32,1049
2020,general,VIRGINIA BEACH CITY,035 - COURTHOUSE,02,Congressional,0,0,0,0,0,3342,123,3465
2020,general,VIRGINIA BEACH CITY,036 - WINDSOR OAKS,02,Congressional,0,0,0,0,0,4233,181,4414
2020,general,VIRGINIA BEACH CITY,037 - CHESAPEAKE BEACH,02,Congressional,0,0,0,0,0,3197,274,3471
2020,general,VIRGINIA BEACH CITY,038 - WITCHDUCK,02,Congressional,0,0,0,0,0,3929,114,4043
2020,general,VIRGINIA BEACH CITY,039 - PEMBROKE,02,Congressional,0,0,0,0,0,4230,492,4722
2020,general,VIRGINIA BEACH CITY,040 - BONNEY,02,Congressional,0,0,0,0,0,3077,169,3246
2020,general,VIRGINIA BEACH CITY,041 - COLLEGE PARK,02,Congressional,0,0,0,0,0,4081,381,4462
2020,general,VIRGINIA BEACH CITY,042 - BRANDON,02,Congressional,0,0,0,0,0,3227,141,3368
2020,general,VIRGINIA BEACH CITY,043 - BELLAMY,02,Congressional,0,0,0,0,0,3311,152,3463
2020,general,VIRGINIA BEACH CITY,044 - CENTERVILLE,02,Congressional,0,0,0,0,0,3877,172,4049
2020,general,VIRGINIA BEACH CITY,045 - TIMBERLAKE,02,Congressional,0,0,0,0,0,3540,201,3741
2020,general,VIRGINIA BEACH CITY,046 - GREEN RUN,02,Congressional,0,0,0,0,0,3157,135,3292
2020,general,VIRGINIA BEACH CITY,047 - KINGS GRANT,02,Congressional,0,0,0,0,0,3609,61,3670
2020,general,VIRGINIA BEACH CITY,048 - WOLFSNARE,02,Congressional,0,0,0,0,0,3515,159,3674
2020,general,VIRGINIA BEACH CITY,049 - LYNNHAVEN,02,Congressional,0,0,0,0,0,3473,151,3624
2020,general,VIRGINIA BEACH CITY,050 - OCEANA,02,Congressional,0,0,0,0,0,2599,383,2982
2020,general,VIRGINIA BEACH CITY,051 - STRATFORD CHASE,02,Congressional,0,0,0,0,0,2880,133,3013
2020,general,VIRGINIA BEACH CITY,052 - HOMESTEAD,02,Congressional,0,0,0,0,0,4102,128,4230
2020,general,VIRGINIA BEACH CITY,053 - SHANNON,02,Congressional,0,0,0,0,0,2611,101,2712
2020,general,VIRGINIA BEACH CITY,054 - CROMWELL,02,Congressional,0,0,0,0,0,2358,78,2436
2020,general,VIRGINIA BEACH CITY,055 - MAGIC HOLLOW,02,Congressional,0,0,0,0,0,4010,260,4270
2020,general,VIRGINIA BEACH CITY,056 - EDINBURGH,02,Congressional,0,0,0,0,0,1455,38,1493
2020,general,VIRGINIA BEACH CITY,057 - SHERRY PARK,02,Congressional,0,0,0,0,0,2024,178,2201
2020,general,VIRGINIA BEACH CITY,058 - GLENWOOD,02,Congressional,0,0,0,0,0,3195,98,3293
2020,general,VIRGINIA BEACH CITY,059 - SHELTON PARK,02,Congressional,0,0,0,0,0,2483,137,2620
2020,general,VIRGINIA BEACH CITY,060 - FOXFIRE,02,Congressional,0,0,0,0,0,3697,107,3804
2020,general,VIRGINIA BEACH CITY,061 - BAKER,02,Congressional,0,0,0,0,0,3700,581,4281
2020,general,VIRGINIA BEACH CITY,062 - LANDSTOWN,02,Congressional,0,0,0,0,0,3475,106,3581
2020,general,VIRGINIA BEACH CITY,063 - CULVER,02,Congressional,0,0,0,0,0,4236,184,4420
2020,general,VIRGINIA BEACH CITY,064 - ROSEMONT FOREST,02,Congressional,0,0,0,0,0,2787,101,2888
2020,general,VIRGINIA BEACH CITY,065 - COLONIAL,02,Congressional,0,0,0,0,0,2963,97,3060
2020,general,VIRGINIA BEACH CITY,066 - HUNT,02,Congressional,0,0,0,0,0,2849,76,2925
2020,general,VIRGINIA BEACH CITY,067 - EASTERN SHORE,02,Congressional,0,0,0,0,0,2078,194,2272
2020,general,VIRGINIA BEACH CITY,068 - MANOR,02,Congressional,0,0,0,0,0,2891,95,2986
2020,general,VIRGINIA BEACH CITY,069 - SHELL,02,Congressional,0,0,0,0,0,2553,211,2764
2020,general,VIRGINIA BEACH CITY,070 - CORPORATE LANDING,02,Congressional,0,0,0,0,0,4110,221,4331
2020,general,VIRGINIA BEACH CITY,071 - ROUND HILL,02,Congressional,0,0,0,0,0,1924,61,1985
2020,general,VIRGINIA BEACH CITY,072 - RUDEE,02,Congressional,0,0,0,0,0,3146,125,3271
2020,general,VIRGINIA BEACH CITY,073 - DAHLIA,02,Congressional,0,0,0,0,0,3144,162,3306
2020,general,VIRGINIA BEACH CITY,074 - BUCKNER,02,Congressional,0,0,0,0,0,2983,183,3166
2020,general,VIRGINIA BEACH CITY,075 - COLONY,02,Congressional,0,0,0,0,0,3592,116,3708
2020,general,VIRGINIA BEACH CITY,076 - VILLAGE,02,Congressional,0,0,0,0,0,3473,300,3773
2020,general,VIRGINIA BEACH CITY,077 - BROOKWOOD,02,Congressional,0,0,0,0,0,3283,201,3484
2020,general,VIRGINIA BEACH CITY,078 - INDIAN LAKES,02,Congressional,0,0,0,0,0,2727,106,2833
2020,general,VIRGINIA BEACH CITY,079 - PLEASANT HALL,02,Congressional,0,0,0,0,0,3178,174,3352
2020,general,VIRGINIA BEACH CITY,080 - CHIMNEY HILL,02,Congressional,0,0,0,0,0,2769,249,3018
2020,general,WASHINGTON COUNTY,##Central Absentee,00,Local,0,15979,0,148,15979,0,0,0
2020,general,WASHINGTON COUNTY,##Central Absentee,09,Congressional,9,15979,0,148,15988,0,0,0
2020,general,WASHINGTON COUNTY,101 - EAST ABINGDON,09,Congressional,3,0,851,6,854,3678,127,3805
2020,general,WASHINGTON COUNTY,102 - WEST ABINGDON,09,Congressional,3,0,410,0,413,1895,75,1970
2020,general,WASHINGTON COUNTY,201 - CLINCHBURG,09,Congressional,1,0,584,7,585,1145,16,1161
2020,general,WASHINGTON COUNTY,202 - GREENDALE,09,Congressional,5,0,670,0,675,1904,30,1934
2020,general,WASHINGTON COUNTY,203 - HAYTERS GAP,09,Congressional,1,0,359,3,360,656,18,674
2020,general,WASHINGTON COUNTY,204 WOODLAND HILLS,09,Congressional,2,0,444,0,446,1618,33,1651
2020,general,WASHINGTON COUNTY,301 - WATAUGA,09,Congressional,5,0,772,8,777,2868,61,2929
2020,general,WASHINGTON COUNTY,302 - SOUTH ABINGDON,09,Congressional,4,0,538,0,542,3061,88,3149
2020,general,WASHINGTON COUNTY,401 - GLADE SPRING,09,Congressional,0,0,934,10,934,2183,38,2221
2020,general,WASHINGTON COUNTY,402 - MEADOWVIEW,09,Congressional,5,0,1030,10,1035,2661,53,2714
2020,general,WASHINGTON COUNTY,501 - RHEA VALLEY,09,Congressional,4,0,1354,9,1358,3208,54,3262
2020,general,WASHINGTON COUNTY,502 - DAMASCUS,09,Congressional,6,0,599,3,605,1591,38,1629
2020,general,WASHINGTON COUNTY,504 - GREEN COVE,09,Congressional,0,0,147,0,147,247,8,255
2020,general,WASHINGTON COUNTY,601 - BURSON PLACE,09,Congressional,1,0,1098,20,1099,2609,63,2672
2020,general,WASHINGTON COUNTY,602 - MENDOTA,09,Congressional,3,0,277,0,280,501,11,512
2020,general,WASHINGTON COUNTY,603 - VALLEY INSTITUTE,09,Congressional,4,0,852,5,856,1982,45,2027
2020,general,WASHINGTON COUNTY,701 - HIGH POINT,09,Congressional,3,0,699,7,702,2170,62,2232
2020,general,WASHINGTON COUNTY,702 - WALLACE,09,Congressional,1,0,439,0,440,1059,18,1077
2020,general,WASHINGTON COUNTY,703 - JOHN BATTLE,09,Congressional,5,0,751,8,756,2450,68,2518
2020,general,WAYNESBORO CITY,##Central Absentee,00,Local,0,6784,0,0,6784,0,0,0
2020,general,WAYNESBORO CITY,##Central Absentee,06,Congressional,0,6784,0,0,6784,0,0,0
2020,general,WAYNESBORO CITY,001 - WARD A,06,Congressional,0,0,828,0,828,2682,134,2816
2020,general,WAYNESBORO CITY,002 - WARD B,06,Congressional,0,0,992,0,992,3690,80,3770
2020,general,WAYNESBORO CITY,003 - WARD C,06,Congressional,0,0,986,0,986,3470,118,3588
2020,general,WAYNESBORO CITY,004 - WARD D,06,Congressional,0,0,1111,0,1111,4367,107,4474
2020,general,WILLIAMSBURG CITY,##Central Absentee,00,Local,0,1777,3710,297,5487,0,0,0
2020,general,WILLIAMSBURG CITY,##Central Absentee,02,Congressional,26,1777,3710,297,5513,0,0,0
2020,general,WILLIAMSBURG CITY,001 - STRYKER,02,Congressional,11,0,860,25,871,5847,294,6141
2020,general,WILLIAMSBURG CITY,002 - MATOAKA,02,Congressional,5,0,537,6,542,3872,252,4124
2020,general,WYTHE COUNTY,##Central Absentee,00,Local,0,1525,4601,0,6126,0,0,0
2020,general,WYTHE COUNTY,##Central Absentee,09,Congressional,0,0,0,0,0,0,0,0
2020,general,WYTHE COUNTY,101 - ROYAL OAK,09,Congressional,0,0,315,0,315,790,16,806
2020,general,WYTHE COUNTY,102 - RURAL RETREAT,09,Congressional,2,0,1366,0,1368,2604,87,2691
2020,general,WYTHE COUNTY,203 - WEST WYTHEVILLE,09,Congressional,6,0,984,0,990,3309,110,3419
2020,general,WYTHE COUNTY,303 - EAST WYTHEVILLE,09,Congressional,9,0,1024,0,1033,3434,103,3537
2020,general,WYTHE COUNTY,401 - FORT CHISWELL,09,Congressional,1,0,849,0,850,1608,24,1632
2020,general,WYTHE COUNTY,402 - MAX MEADOWS,09,Congressional,1,0,900,0,901,1671,33,1704
2020,general,WYTHE COUNTY,501 - JACKSON MEMORIAL,09,Congressional,5,0,764,0,769,1315,25,1340
2020,general,WYTHE COUNTY,502 - SHEFFEY,09,Congressional,0,0,1005,0,1005,1845,31,1876
2020,general,WYTHE COUNTY,601 - HUDDLE,09,Congressional,1,0,488,0,489,791,14,805
2020,general,WYTHE COUNTY,602 - ZION,09,Congressional,0,0,755,0,755,1389,33,1422
2020,general,WYTHE COUNTY,603   EVERGREEN,09,Congressional,0,0,521,0,521,1052,25,1077
2020,general,YORK COUNTY,##Central Absentee,00,Local,0,27851,0,57,27851,0,0,0
2020,general,YORK COUNTY,##Central Absentee,02,Congressional,0,27851,0,57,27851,0,0,0
2020,general,YORK COUNTY,101 - QUEENS LAKE,02,Congressional,0,0,655,8,655,2385,68,2453
2020,general,YORK COUNTY,102 - WALLER MILL,02,Congressional,0,0,764,3,764,3929,97,4026
2020,general,YORK COUNTY,103 - MAGRUDER,02,Congressional,0,0,1130,14,1130,4539,174,4713
2020,general,YORK COUNTY,201 - COVENTRY,02,Congressional,0,0,1028,6,1028,4542,304,4846
2020,general,YORK COUNTY,202 - KILN CREEK,02,Congressional,0,0,553,2,553,2541,70,2611
2020,general,YORK COUNTY,301 - SEAFORD,02,Congressional,0,0,1334,11,1334,4042,71,4113
2020,general,YORK COUNTY,302 - YORKTOWN,02,Congressional,0,0,586,1,586,3073,62,3135
2020,general,YORK COUNTY,303 - EDGEHILL,02,Congressional,0,0,887,6,887,3582,122,3704
2020,general,YORK COUNTY,401 - HARWOODS MILL,02,Congressional,0,0,704,11,704,3838,97,3935
2020,general,YORK COUNTY,402 - DARE,02,Congressional,0,0,767,1,767,4030,92,4122
2020,general,YORK COUNTY,403 - GRAFTON,02,Congressional,0,0,393,3,393,2198,42,2240
2020,general,YORK COUNTY,501 - TABB,02,Congressional,0,0,877,2,877,4191,155,4346
2020,general,YORK COUNTY,502 - BETHEL,02,Congressional,0,0,917,7,917,4607,183,4790
