year,election,locality,precinct,district,district_type,provisional_ballots,absentee_ballots,in_person_ballots,in_person_curbside_ballots,TotalVoteTurnout,ActiveRegisteredVoters,InactiveRegisteredVoters,TotalRegisteredVoters
2020,general,PRINCE WILLIAM COUNTY,312 - TRIANGLE,01,Congressional,0,0,109,3,109,3463,120,3583
2020,general,PRINCE WILLIAM COUNTY,312 - TRIANGLE,11,Congressional,0,0,489,14,489,3463,120,3583
2020,general,PRINCE WILLIAM COUNTY,313 - CARDINAL,01,Congressional,0,0,479,3,479,2513,99,2612
2020,general,PRINCE WILLIAM COUNTY,314 - CABIN BRANCH,01,Congressional,0,0,435,3,435,2413,73,2486
2020,general,PRINCE WILLIAM COUNTY,315 - WILLIAMS,11,Congressional,0,0,298,5,298,1899,164,2063
2020,general,PRINCE WILLIAM COUNTY,401 - EVERGREEN,10,Congressional,0,0,693,4,693,3246,81,3327
2020,general,PRINCE WILLIAM COUNTY,402 - BATTLEFIELD,10,Congressional,0,0,573,2,573,4004,90,4094
2020,general,PRINCE WILLIAM COUNTY,403 - BULL RUN,10,Congressional,0,0,461,0,461,3192,60,3252
2020,general,PRINCE WILLIAM COUNTY,404 - BEN LOMOND,01,Congressional,0,0,583,8,583,3405,232,3637
2020,general,PRINCE WILLIAM COUNTY,405 - STONEWALL,01,Congressional,0,0,950,6,950,4062,165,4227
2020,general,PRINCE WILLIAM COUNTY,406 - ALVEY,10,Congressional,0,0,136,0,136,1922,25,1947
2020,general,PRINCE WILLIAM COUNTY,407 - HERITAGE HUNT,10,Congressional,0,0,409,11,409,4149,97,4246
2020,general,PRINCE WILLIAM COUNTY,408 - SUDLEY,01,Congressional,0,0,694,3,694,2096,63,2159
2020,general,PRINCE WILLIAM COUNTY,409 - TYLER,10,Congressional,0,0,731,38,731,3721,130,3851
2020,general,PRINCE WILLIAM COUNTY,410 - MOUNTAIN VIEW,10,Congressional,0,0,508,0,508,4268,131,4399
2020,general,PRINCE WILLIAM COUNTY,411 - MULLEN,01,Congressional,0,0,821,2,821,3712,208,3920
2020,general,PRINCE WILLIAM COUNTY,412 - CATHARPIN,10,Congressional,0,0,505,16,505,2224,42,2266
2020,general,PRINCE WILLIAM COUNTY,413 - REAGAN,10,Congressional,0,0,676,6,676,4932,128,5060
2020,general,PRINCE WILLIAM COUNTY,501 - LAKE RIDGE,01,Congressional,0,0,612,1,612,2933,91,3024
2020,general,PRINCE WILLIAM COUNTY,502 - OCCOQUAN,11,Congressional,0,0,534,6,534,2219,66,2285
2020,general,PRINCE WILLIAM COUNTY,503 - OLD BRIDGE,11,Congressional,0,0,524,6,524,2860,145,3005
2020,general,PRINCE WILLIAM COUNTY,504 - ROCKLEDGE,11,Congressional,0,0,504,3,504,2322,70,2392
2020,general,PRINCE WILLIAM COUNTY,505 - MOHICAN,01,Congressional,0,0,667,6,667,3140,116,3256
2020,general,PRINCE WILLIAM COUNTY,506 - BETHEL,11,Congressional,0,0,770,0,770,4243,133,4376
2020,general,PRINCE WILLIAM COUNTY,507 - CHINN,11,Congressional,0,0,566,0,566,2873,107,2980
2020,general,PRINCE WILLIAM COUNTY,508 - SPRINGWOODS,01,Congressional,0,0,431,2,431,2322,89,2411
2020,general,PRINCE WILLIAM COUNTY,509 - MC COART,01,Congressional,0,0,439,4,439,3515,92,3607
2020,general,PRINCE WILLIAM COUNTY,510 - YATES FORD,10,Congressional,0,0,639,5,639,2015,66,2081
2020,general,PRINCE WILLIAM COUNTY,511 - WESTRIDGE,01,Congressional,0,0,628,1,628,3628,111,3739
2020,general,PRINCE WILLIAM COUNTY,512 - YORK,11,Congressional,0,0,683,1,683,3497,193,3690
2020,general,PRINCE WILLIAM COUNTY,513 - LYNNWOOD,11,Congressional,0,0,664,5,664,3114,98,3212
2020,general,PRINCE WILLIAM COUNTY,514 - ANTIETAM,11,Congressional,0,0,780,2,780,3468,125,3593
2020,general,PRINCE WILLIAM COUNTY,601 - DALE,11,Congressional,0,0,679,9,679,3028,135,3163
2020,general,PRINCE WILLIAM COUNTY,602 - BEVILLE,11,Congressional,0,0,747,8,747,4417,147,4564
2020,general,PRINCE WILLIAM COUNTY,603 - HAMPTON,11,Congressional,0,0,521,3,521,2497,140,2637
2020,general,PRINCE WILLIAM COUNTY,604 - GIDEON,11,Congressional,0,0,591,16,591,3023,100,3123
2020,general,PRINCE WILLIAM COUNTY,605 - MINNIEVILLE,11,Congressional,0,0,613,4,613,2944,80,3024
2020,general,PRINCE WILLIAM COUNTY,606 - BEL AIR,11,Congressional,0,0,692,8,692,2876,125,3001
2020,general,PRINCE WILLIAM COUNTY,607 - KERRYDALE,11,Congressional,0,0,770,3,770,3658,129,3787
2020,general,PRINCE WILLIAM COUNTY,608 - ENTERPRISE,11,Congressional,0,0,638,2,638,2881,110,2991
2020,general,PRINCE WILLIAM COUNTY,609 - KING,01,Congressional,0,0,20,0,20,3678,113,3791
2020,general,PRINCE WILLIAM COUNTY,609 - KING,11,Congressional,0,0,683,0,683,3678,113,3791
2020,general,PRINCE WILLIAM COUNTY,610 - FITZGERALD,11,Congressional,0,0,724,4,724,3638,137,3775
2020,general,PRINCE WILLIAM COUNTY,611 - NEABSCO,11,Congressional,0,0,543,2,543,2416,112,2528
2020,general,PRINCE WILLIAM COUNTY,701 - BELMONT,11,Congressional,0,0,774,28,774,3447,197,3644
2020,general,PRINCE WILLIAM COUNTY,702 - LIBRARY,11,Congressional,0,0,586,0,586,3542,192,3734
2020,general,PRINCE WILLIAM COUNTY,703 - LYNN,11,Congressional,0,0,473,5,473,2122,145,2267
2020,general,PRINCE WILLIAM COUNTY,704 - PORTER,11,Congressional,0,0,668,0,668,3253,207,3460
2020,general,PRINCE WILLIAM COUNTY,705 - POTOMAC VIEW,11,Congressional,0,0,610,52,610,2262,88,2350
2020,general,PRINCE WILLIAM COUNTY,706 - RIPPON,11,Congressional,0,0,755,1,755,3560,135,3695
2020,general,PRINCE WILLIAM COUNTY,707 - KILBY,11,Congressional,0,0,754,10,754,2829,105,2934
2020,general,PRINCE WILLIAM COUNTY,708 - RIVER OAKS,11,Congressional,0,0,572,2,572,3531,163,3694
2020,general,PRINCE WILLIAM COUNTY,709 - FREEDOM,11,Congressional,0,0,551,1,551,3713,212,3925
2020,general,PRINCE WILLIAM COUNTY,710 - POWELLS CREEK,11,Congressional,0,0,550,0,550,3292,159,3451
2020,general,PRINCE WILLIAM COUNTY,711 - GRAYSON,11,Congressional,0,0,866,105,866,3846,193,4039
2020,general,PRINCE WILLIAM COUNTY,712 - LEESYLVANIA,11,Congressional,0,0,467,0,467,3037,82,3119
2020,general,PULASKI COUNTY,##Central Absentee,00,Local,0,8989,0,56,8989,0,0,0
2020,general,PULASKI COUNTY,##Central Absentee,09,Congressional,18,8989,0,56,9007,0,0,0
2020,general,PULASKI COUNTY,101 - BELSPRING,09,Congressional,9,0,506,1,515,878,8,886
2020,general,PULASKI COUNTY,102 - NEW RIVER,09,Congressional,7,0,1035,0,1042,2812,60,2872
2020,general,PULASKI COUNTY,103 - WEST CLOYD,09,Congressional,2,0,612,2,614,1393,27,1420
2020,general,PULASKI COUNTY,201 - DRAPER,09,Congressional,0,0,705,2,705,1568,28,1596
2020,general,PULASKI COUNTY,202 - SOUTH PULASKI,09,Congressional,2,0,127,0,129,466,16,482
2020,general,PULASKI COUNTY,203 - NEWBERN,09,Congressional,6,0,977,2,983,2682,48,2730
2020,general,PULASKI COUNTY,301 - DUBLIN,09,Congressional,9,0,876,2,885,2395,57,2452
2020,general,PULASKI COUNTY,302 - HIWASSEE,09,Congressional,1,0,333,1,334,541,7,548
2020,general,PULASKI COUNTY,304 - SNOWVILLE,09,Congressional,2,0,696,8,698,1313,19,1332
2020,general,PULASKI COUNTY,401 - MASSIE,09,Congressional,6,0,970,10,976,3519,77,3596
2020,general,PULASKI COUNTY,402 - WALKER,09,Congressional,3,0,461,2,464,983,23,1006
2020,general,PULASKI COUNTY,501 - ROBINSON,09,Congressional,12,0,1055,5,1067,4119,108,4227
2020,general,RADFORD CITY,##Central Absentee,00,Local,0,3727,0,0,3727,0,0,0
2020,general,RADFORD CITY,##Central Absentee,09,Congressional,0,3727,0,0,3727,0,0,0
2020,general,RADFORD CITY,001 - EAST PRECINCT,09,Congressional,5,0,619,4,624,2263,190,2453
2020,general,RADFORD CITY,002 - CENTRAL PRECINCT,09,Congressional,8,0,617,1,625,2259,64,2323
2020,general,RADFORD CITY,003 - WEST PRECINCT,09,Congressional,8,0,831,4,839,2590,92,2682
2020,general,RADFORD CITY,004 - NEW RIVER PRECINCT,09,Congressional,3,0,535,1,538,1779,476,2255
2020,general,RAPPAHANNOCK COUNTY,##Central Absentee,00,Local,0,2218,0,0,2218,0,0,0
2020,general,RAPPAHANNOCK COUNTY,##Central Absentee,05,Congressional,0,0,0,0,0,0,0,0
2020,general,RAPPAHANNOCK COUNTY,101 - WASHINGTON,05,Congressional,0,0,497,0,497,1251,21,1272
2020,general,RAPPAHANNOCK COUNTY,201 - AMISSVILLE,05,Congressional,4,0,667,1,671,1204,30,1233
2020,general,RAPPAHANNOCK COUNTY,301 - SPERRYVILLE,05,Congressional,1,0,465,0,466,1079,16,1095
2020,general,RAPPAHANNOCK COUNTY,401 - SCRABBLE,05,Congressional,1,0,499,0,500,1176,21,1197
2020,general,RAPPAHANNOCK COUNTY,501 - CHESTER GAP,05,Congressional,0,0,371,0,371,539,5,544
2020,general,RAPPAHANNOCK COUNTY,502 - FLINT HILL,05,Congressional,1,0,319,0,320,714,23,737
2020,general,RICHMOND COUNTY,##Central Absentee,00,Local,0,2360,0,0,2360,0,0,0
2020,general,RICHMOND COUNTY,##Central Absentee,01,Congressional,0,0,0,0,0,0,0,0
2020,general,RICHMOND COUNTY,101 - PRECINCT 1-1,01,Congressional,0,0,297,0,297,1169,23,1192
2020,general,RICHMOND COUNTY,201 - PRECINCT 2-1,01,Congressional,0,0,340,0,340,1049,19,1068
2020,general,RICHMOND COUNTY,301 - PRECINCT 3-1,01,Congressional,0,0,226,0,226,1005,16,1021
2020,general,RICHMOND COUNTY,401 - PRECINCT 4-1,01,Congressional,0,0,453,0,453,1147,17,1164
2020,general,RICHMOND COUNTY,501 - PRECINCT 5-1,01,Congressional,0,0,435,0,435,1033,18,1051
2020,general,ROANOKE CITY,##Central Absentee,00,Local,0,27679,0,1848,27679,0,0,0
2020,general,ROANOKE CITY,##Central Absentee,06,Congressional,0,27679,0,1848,27679,0,0,0
2020,general,ROANOKE CITY,001 -Peters Creek,06,Congressional,0,0,557,22,557,2875,92,2967
2020,general,ROANOKE CITY,002 - Grandview,06,Congressional,0,0,716,19,716,3035,106,3141
2020,general,ROANOKE CITY,003 -Preston Park,06,Congressional,0,0,855,12,855,3118,82,3200
2020,general,ROANOKE CITY,004 - Williamson Road,06,Congressional,0,0,754,23,754,2686,92,2778
2020,general,ROANOKE CITY,005 - East Gate,06,Congressional,0,0,818,22,818,2977,80,3057
2020,general,ROANOKE CITY,006 - Hollins Road,06,Congressional,0,0,748,14,748,3663,161,3824
2020,general,ROANOKE CITY,007 - Southeast,06,Congressional,0,0,735,21,735,2560,192,2752
2020,general,ROANOKE CITY,008 - Lincoln Terrace,06,Congressional,0,0,470,40,470,2650,101,2750
2020,general,ROANOKE CITY,009 - Highland,06,Congressional,0,0,742,2,742,3300,216,3515
2020,general,ROANOKE CITY,010 - Old Southwest-Wasena,06,Congressional,0,0,849,17,849,3509,193,3702
2020,general,ROANOKE CITY,011 - RALEIGH COURT,06,Congressional,0,0,850,4,850,3462,142,3604
2020,general,ROANOKE CITY,012 - SOUTH ROANOKE,06,Congressional,0,0,658,7,658,2719,73,2792
2020,general,ROANOKE CITY,013 - GARDEN CITY,06,Congressional,0,0,975,19,975,3017,101,3118
2020,general,ROANOKE CITY,014 - Crystal Spring,06,Congressional,0,0,737,15,737,3209,128,3336
2020,general,ROANOKE CITY,015 - Grandin Court,06,Congressional,0,0,717,10,717,2742,79,2821
2020,general,ROANOKE CITY,016 - Deyerle,06,Congressional,0,0,728,26,728,2904,44,2947
2020,general,ROANOKE CITY,017 - LEE-HI,06,Congressional,0,0,974,16,974,3305,153,3458
2020,general,ROANOKE CITY,018 - Summit Hills,06,Congressional,0,0,812,15,812,3177,120,3297
2020,general,ROANOKE CITY,019 - Forest Park,06,Congressional,0,0,616,17,616,3199,247,3446
2020,general,ROANOKE CITY,020 - EUREKA PARK,06,Congressional,0,0,612,153,612,3799,133,3932
2020,general,RUSSELL COUNTY,##Central Absentee,00,Local,0,5365,0,155,5365,0,0,0
2020,general,RUSSELL COUNTY,##Central Absentee,09,Congressional,0,0,0,0,0,0,0,0
2020,general,RUSSELL COUNTY,101 - MOCCASIN,09,Congressional,0,0,576,0,576,1351,28,1379
2020,general,RUSSELL COUNTY,102 - COPPER CREEK,09,Congressional,0,0,528,1,528,1076,16,1092
2020,general,RUSSELL COUNTY,103 - SOUTH CASTLEWOOD,09,Congressional,0,0,360,5,360,809,9,818
2020,general,RUSSELL COUNTY,201 - NORTH CASTLEWOOD,09,Congressional,0,0,936,2,936,2313,59,2372
2020,general,RUSSELL COUNTY,202 - DANTE,09,Congressional,0,0,267,0,267,536,11,547
2020,general,RUSSELL COUNTY,301 - COOKS MILL,09,Congressional,0,0,214,0,214,410,9,419
2020,general,RUSSELL COUNTY,302 - DAUGHERTY,09,Congressional,0,0,288,0,288,549,9,558
2020,general,RUSSELL COUNTY,303 - NEW GARDEN,09,Congressional,0,0,604,2,604,1430,23,1453
2020,general,RUSSELL COUNTY,304 - CLEVELAND,09,Congressional,0,0,382,0,382,739,32,771
2020,general,RUSSELL COUNTY,401 - DRILL,09,Congressional,0,0,105,0,105,185,3,188
2020,general,RUSSELL COUNTY,402 - SWORDS CREEK,09,Congressional,0,0,1000,0,1000,1930,33,1963
2020,general,RUSSELL COUNTY,403 - HONAKER,09,Congressional,0,0,400,1,400,941,22,963
2020,general,RUSSELL COUNTY,501 - WEST LEBANON,09,Congressional,0,0,942,1,942,3018,78,3096
2020,general,RUSSELL COUNTY,601 -  EAST LEBANON,09,Congressional,0,0,561,0,561,1485,18,1503
2020,general,RUSSELL COUNTY,602 - ELK GARDEN,09,Congressional,0,0,881,4,881,1803,50,1853
2020,general,SALEM CITY,##Central Absentee,00,Local,0,9044,0,0,9044,0,0,0
2020,general,SALEM CITY,##Central Absentee,09,Congressional,7,9044,0,0,9051,0,0,0
2020,general,SALEM CITY,001 - NORTH SALEM NO 2,09,Congressional,0,0,371,0,371,2211,83,2294
2020,general,SALEM CITY,002 - CONEHURST,09,Congressional,0,0,376,0,376,1252,42,1294
2020,general,SALEM CITY,003 - BEVERLY HEIGHTS,09,Congressional,0,0,237,0,237,1077,20,1097
2020,general,SALEM CITY,004 - WEST SALEM,09,Congressional,1,0,361,0,362,1649,23,1672
2020,general,SALEM CITY,005 - NORTH SALEM NO 1,09,Congressional,0,0,560,0,560,2267,51,2318
2020,general,SALEM CITY,006 - SOUTH SALEM NO 1,09,Congressional,0,0,401,0,401,1385,42,1427
2020,general,SALEM CITY,007 - SOUTH SALEM NO 2,09,Congressional,0,0,473,0,473,1736,64,1800
2020,general,SALEM CITY,008 - EAST SALEM,09,Congressional,0,0,223,0,223,837,36,873
2020,general,SALEM CITY,009 - SOUTH SIDE HILLS,09,Congressional,0,0,471,0,471,2192,44,2236
2020,general,SALEM CITY,010 - HIDDEN VALLEY,09,Congressional,1,0,568,0,569,2597,59,2656
2020,general,SCOTT COUNTY,##Central Absentee,00,Local,0,0,0,0,0,0,0,0
2020,general,SCOTT COUNTY,##Central Absentee,09,Congressional,0,0,0,0,0,0,0,0
2020,general,SCOTT COUNTY,101 - WEBER CITY,09,Congressional,0,0,346,1,346,1217,55,1272
2020,general,SCOTT COUNTY,102 - YUMA,09,Congressional,1,0,542,6,543,1356,32,1388
2020,general,SCOTT COUNTY,202 - WEBER CITY EAST,09,Congressional,1,0,275,0,276,886,24,910
2020,general,SCOTT COUNTY,203 - HILTONS,09,Congressional,4,0,563,4,567,1301,21,1322
2020,general,SCOTT COUNTY,204 - CLARK'S,09,Congressional,0,0,193,3,193,337,11,348
2020,general,SCOTT COUNTY,301 - NICKELSVILLE,09,Congressional,1,0,486,4,487,962,20,982
2020,general,SCOTT COUNTY,302 - SNOWFLAKE,09,Congressional,0,0,357,3,357,692,13,705
2020,general,SCOTT COUNTY,303 - TWIN SPRINGS,09,Congressional,1,0,309,2,310,749,10,759
2020,general,SCOTT COUNTY,304 - COPPER CREEK,09,Congressional,0,0,119,0,119,244,10,254
2020,general,SCOTT COUNTY,401 - GATE CITY,09,Congressional,9,0,758,6,767,2784,88,2872
2020,general,SCOTT COUNTY,501 - DUNGANNON,09,Congressional,0,0,277,3,277,594,26,620
2020,general,SCOTT COUNTY,502 - FORT BLACKMORE,09,Congressional,0,0,311,13,311,619,20,639
2020,general,SCOTT COUNTY,503 - MANVILLE,09,Congressional,0,0,185,4,185,430,15,445
2020,general,SCOTT COUNTY,504 - RYE COVE,09,Congressional,3,0,433,14,436,889,19,908
2020,general,SCOTT COUNTY,601 - CLINCHPORT,09,Congressional,1,0,282,1,283,636,24,660
2020,general,SCOTT COUNTY,602 - DUFFIELD-PATTONSVILLE,09,Congressional,0,0,668,1,668,1280,33,1313
2020,general,SCOTT COUNTY,603 - FAIRVIEW,09,Congressional,3,0,172,0,175,336,8,344
2020,general,SHENANDOAH COUNTY,##Central Absentee,00,Local,0,0,0,0,0,0,0,0
2020,general,SHENANDOAH COUNTY,##Central Absentee,06,Congressional,0,0,0,0,0,0,0,0
2020,general,SHENANDOAH COUNTY,101 - ORKNEY SPRINGS,06,Congressional,0,0,692,14,692,1537,32,1569
2020,general,SHENANDOAH COUNTY,103 - NEW MARKET,06,Congressional,0,0,1668,45,1668,3519,79,3598
2020,general,SHENANDOAH COUNTY,201 - CONICVILLE,06,Congressional,0,0,1178,10,1178,2402,29,2431
2020,general,SHENANDOAH COUNTY,202 - MT JACKSON,06,Congressional,0,0,1049,9,1049,2178,44,2222
2020,general,SHENANDOAH COUNTY,302 - EDINBURG,06,Congressional,0,0,924,9,924,2140,55,2195
2020,general,SHENANDOAH COUNTY,303 - ST LUKE,06,Congressional,0,0,987,9,987,2077,33,2110
2020,general,SHENANDOAH COUNTY,304 - FORT VALLEY,06,Congressional,0,0,631,6,631,1145,13,1158
2020,general,SHENANDOAH COUNTY,401 - WOODSTOCK,06,Congressional,0,0,1336,47,1336,4883,143,5026
2020,general,SHENANDOAH COUNTY,501 - CEDAR CREEK,06,Congressional,0,0,125,2,125,198,1,199
2020,general,SHENANDOAH COUNTY,503 - TOMS BROOK,06,Congressional,0,0,1144,13,1144,3013,79,3092
2020,general,SHENANDOAH COUNTY,504 - LEBANON CHURCH,06,Congressional,0,0,1105,25,1105,2101,47,2148
2020,general,SHENANDOAH COUNTY,601 - STRASBURG,06,Congressional,0,0,1822,41,1822,5094,155,5249
2020,general,STAFFORD COUNTY,##Central Absentee,00,Local,0,16380,33323,425,49703,0,0,0
2020,general,STAFFORD COUNTY,##Central Absentee,01,Congressional,0,0,0,0,0,0,0,0
2020,general,STAFFORD COUNTY,101 - HARTWOOD,01,Congressional,0,0,2020,40,2020,5886,138,6024
2020,general,STAFFORD COUNTY,102 - ROCKY RUN,01,Congressional,0,0,822,19,822,3628,69,3697
2020,general,STAFFORD COUNTY,103 - SIMPSON,01,Congressional,0,0,925,6,925,3926,109,4035
2020,general,STAFFORD COUNTY,104 - COLLEGE,01,Congressional,0,0,1506,4,1506,4541,157,4698
2020,general,STAFFORD COUNTY,201 - ROCK HILL,01,Congressional,0,0,1059,8,1059,3088,101,3189
2020,general,STAFFORD COUNTY,202 - ROSEVILLE,01,Congressional,0,0,1133,6,1133,4133,117,4250
2020,general,STAFFORD COUNTY,203 - RUBY,01,Congressional,0,0,1226,17,1226,2879,102,2981
2020,general,STAFFORD COUNTY,204 - STEFANIGA,01,Congressional,0,0,1056,18,1056,4366,121,4487
2020,general,STAFFORD COUNTY,301 - GRIFFIS,01,Congressional,0,0,800,2,800,3251,197,3448
2020,general,STAFFORD COUNTY,302 - WIDEWATER,01,Congressional,0,0,1316,22,1316,4682,182,4864
2020,general,STAFFORD COUNTY,303 - HARBOUR,01,Congressional,0,0,914,10,914,2224,92,2316
2020,general,STAFFORD COUNTY,304 - BARRETT,01,Congressional,0,0,613,4,613,1926,88,2014
2020,general,STAFFORD COUNTY,401 - AQUIA,01,Congressional,0,0,375,1,375,1807,100,1907
2020,general,STAFFORD COUNTY,402 - COURTHOUSE,01,Congressional,0,0,1117,11,1117,5519,257,5776
2020,general,STAFFORD COUNTY,403 - BROOKE,01,Congressional,0,0,1347,28,1347,4908,130,5038
2020,general,STAFFORD COUNTY,404 - GOVERNMENT ISLAND,01,Congressional,0,0,1169,3,1169,2806,121,2927
2020,general,STAFFORD COUNTY,501 - GRAFTON,01,Congressional,0,0,1389,28,1389,4600,109,4709
2020,general,STAFFORD COUNTY,502 - FALMOUTH,01,Congressional,0,0,1012,17,1012,3262,89,3351
2020,general,STAFFORD COUNTY,503 - DREW,01,Congressional,0,0,1148,9,1148,3570,103,3673
2020,general,STAFFORD COUNTY,504 - GAYLE,01,Congressional,0,0,987,19,987,3039,119,3158
2020,general,STAFFORD COUNTY,601 - FERRY FARM,01,Congressional,0,0,996,11,996,2884,71,2955
2020,general,STAFFORD COUNTY,602 - CHATHAM,01,Congressional,0,0,1219,11,1219,3778,106,3884
2020,general,STAFFORD COUNTY,603 - WHITE OAK,01,Congressional,0,0,1590,22,1590,4019,92,4111
2020,general,STAFFORD COUNTY,604 - ENGLAND RUN,01,Congressional,0,0,777,9,777,2863,117,2980
2020,general,STAFFORD COUNTY,701 - WOODLANDS,01,Congressional,0,0,1311,16,1311,5353,152,5505
2020,general,STAFFORD COUNTY,702 - WHITSON,01,Congressional,0,0,1000,3,1000,3834,230,4064
2020,general,STAFFORD COUNTY,703 - HAMPTON,01,Congressional,0,0,1283,18,1283,5497,178,5675
2020,general,STAUNTON CITY,##Central Absentee,00,Local,0,9066,0,0,9066,0,0,0
2020,general,STAUNTON CITY,##Central Absentee,06,Congressional,3,9066,0,0,9069,0,0,0
2020,general,STAUNTON CITY,101 - WARD NO 1,06,Congressional,13,0,939,12,952,3680,169,3849
2020,general,STAUNTON CITY,201 - WARD NO 2,06,Congressional,9,0,1031,17,1040,4155,106,4261
2020,general,STAUNTON CITY,301 - WARD NO 3,06,Congressional,7,0,757,7,764,3188,63,3251
2020,general,STAUNTON CITY,401 - WARD NO 4,06,Congressional,7,0,610,0,617,2754,86,2840
2020,general,STAUNTON CITY,501 - WARD NO 5,06,Congressional,6,0,597,0,603,3246,142,3388
2020,general,SURRY COUNTY,##Central Absentee,00,Local,0,724,1909,0,2633,0,0,0
2020,general,SURRY COUNTY,##Central Absentee,04,Congressional,0,0,0,0,0,0,0,0
2020,general,SURRY COUNTY,101 - SURRY,04,Congressional,0,0,283,0,283,1120,33,1153
2020,general,SURRY COUNTY,201 - BACONS CASTLE,04,Congressional,0,0,367,7,367,1095,22,1117
2020,general,SURRY COUNTY,301 - DENDRON,04,Congressional,0,0,235,4,235,571,16,587
2020,general,SURRY COUNTY,302 - WALLS BRIDGE,04,Congressional,0,0,202,2,202,520,14,534
2020,general,SURRY COUNTY,401 - CARSLEY,04,Congressional,0,0,358,6,358,1100,25,1125
2020,general,SURRY COUNTY,501 - CLAREMONT,04,Congressional,0,0,308,5,308,673,12,685
2020,general,SURRY COUNTY,502 - SPRING GROVE,04,Congressional,0,0,92,6,92,386,10,396
2020,general,TAZEWELL COUNTY,##Central Absentee,00,Local,0,9981,0,223,9981,0,0,0
2020,general,TAZEWELL COUNTY,##Central Absentee,09,Congressional,0,9981,0,223,9981,0,0,0
2020,general,TAZEWELL COUNTY,101 - INDIAN VALLEY,09,Congressional,0,0,487,0,487,907,67,974
2020,general,TAZEWELL COUNTY,102 - TIP TOP,09,Congressional,0,0,247,0,247,610,82,692
2020,general,TAZEWELL COUNTY,103 - MUNDY TOWN,09,Congressional,0,0,487,0,487,1343,127,1470
2020,general,TAZEWELL COUNTY,104 - FALLS MILLS,09,Congressional,0,0,429,0,429,702,117,819
2020,general,TAZEWELL COUNTY,106 - POCAHONTAS,09,Congressional,0,0,189,0,189,320,62,382
2020,general,TAZEWELL COUNTY,107 - AMONATE,09,Congressional,0,0,64,0,64,133,28,161
2020,general,TAZEWELL COUNTY,109 - BISHOP,09,Congressional,0,0,128,1,128,263,49,312
2020,general,TAZEWELL COUNTY,112 - BANDY,09,Congressional,0,0,161,0,161,266,35,301
2020,general,TAZEWELL COUNTY,203 - BURKES GARDEN,09,Congressional,0,0,93,1,93,159,15,174
2020,general,TAZEWELL COUNTY,204 - CLEAR FORK,09,Congressional,0,0,322,3,322,707,50,757
2020,general,TAZEWELL COUNTY,207 - FREESTONE,09,Congressional,0,0,141,1,141,202,22,224
2020,general,TAZEWELL COUNTY,209 - JEFFERSONVILLE,09,Congressional,0,0,949,4,949,3814,325,4139
2020,general,TAZEWELL COUNTY,214 - THOMPSON VALLEY,09,Congressional,0,0,336,3,336,719,68,787
2020,general,TAZEWELL COUNTY,301 - CEDAR BLUFF,09,Congressional,0,0,967,17,967,2783,260,3043
2020,general,TAZEWELL COUNTY,302 - BAPTIST VALLEY,09,Congressional,0,0,266,3,266,589,87,676
2020,general,TAZEWELL COUNTY,303 - PAINT LICK,09,Congressional,0,0,746,3,746,2098,83,2181
2020,general,TAZEWELL COUNTY,401 - RICHLANDS,09,Congressional,0,0,1797,25,1797,4710,323,5033
2020,general,TAZEWELL COUNTY,402 - JEWELL RIDGE,09,Congressional,0,0,215,5,215,327,45,372
2020,general,TAZEWELL COUNTY,501 - SPRINGVILLE,09,Congressional,0,0,719,0,719,1784,247,2031
2020,general,TAZEWELL COUNTY,502 - GRAHAM,09,Congressional,0,0,1393,5,1393,3332,508,3840
2020,general,VIRGINIA BEACH CITY,##Central Absentee,00,Local,0,0,0,0,0,0,0,0
2020,general,VIRGINIA BEACH CITY,##Central Absentee,02,Congressional,0,0,0,0,0,0,0,0
2020,general,VIRGINIA BEACH CITY,001 - NORTH BEACH,02,Congressional,0,0,0,0,0,4222,158,4380
2020,general,VIRGINIA BEACH CITY,002 - SOUTH BEACH,02,Congressional,0,0,0,0,0,4006,233,4239
2020,general,VIRGINIA BEACH CITY,003 - OCEAN LAKES,02,Congressional,0,0,0,0,0,2441,106,2547
2020,general,VIRGINIA BEACH CITY,004 - LINKHORN,02,Congressional,0,0,0,0,0,3647,208,3855
2020,general,VIRGINIA BEACH CITY,005 - SEATACK,02,Congressional,0,0,0,0,0,3710,269,3979
2020,general,VIRGINIA BEACH CITY,006 - ALANTON,02,Congressional,0,0,0,0,0,3428,59,3487
2020,general,VIRGINIA BEACH CITY,007 - KINGSTON,02,Congressional,0,0,0,0,0,1914,36,1950
2020,general,VIRGINIA BEACH CITY,008 - LONDON BRIDGE,02,Congressional,0,0,0,0,0,4011,198,4209
2020,general,VIRGINIA BEACH CITY,009 - TRANTWOOD,02,Congressional,0,0,0,0,0,2837,136,2973
2020,general,VIRGINIA BEACH CITY,010 - GREAT NECK,02,Congressional,0,0,0,0,0,3519,76,3595
2020,general,VIRGINIA BEACH CITY,011 - CAPE HENRY,02,Congressional,0,0,0,0,0,3893,138,4031
2020,general,VIRGINIA BEACH CITY,012 - PLAZA,02,Congressional,0,0,0,0,0,3697,156,3853
2020,general,VIRGINIA BEACH CITY,013 - MT TRASHMORE,02,Congressional,0,0,0,0,0,4144,173,4317
2020,general,VIRGINIA BEACH CITY,014 - MALIBU,02,Congressional,0,0,0,0,0,3370,131,3501
2020,general,VIRGINIA BEACH CITY,015 - OLD DONATION,02,Congressional,0,0,0,0,0,2646,152,2798
